gid,light,dem,ndvi,road_dis,poi_dis,poi
1.0,62.333333333333336,17.333333333333332,0.40869498209876537,20.333333333333332,155.87292329141903,55.779609660653875
2.0,63.0,27.444444444444443,0.4725898698221388,60.629629629629626,840.687418000854,11.79266080136167
3.0,6.972340425531915,35.774468085106385,0.817392781575308,136.60425531914893,7594.5230685090555,0.04297740185452414
4.0,17.19289340101523,20.695431472081218,0.8070932086991757,270.4213197969543,6552.137799842256,0.085542498362225
5.0,63.0,38.0,0.345462696969697,42.333333333333336,179.14504461375995,59.805495397857236
6.0,9.492537313432836,22.026119402985074,0.8448831248609414,199.26119402985074,7393.316858734291,0.059440466640152706
7.0,37.246153846153845,51.207692307692305,0.7360545200952949,100.67692307692307,3387.8369452564048,0.17042366042528603
8.0,43.76555023923445,33.22488038277512,0.5829940227978425,113.72727272727273,3280.7663398301206,0.5125577824721812
9.0,59.01652892561984,34.63636363636363,0.5668247626812183,68.43801652892562,1212.029573644829,2.1153267808860003
10.0,8.2,26.31320754716981,0.8398269932696758,282.44150943396227,9585.020482496297,0.026118471104227513
11.0,18.80710659898477,27.81218274111675,0.7791237756716483,203.72081218274113,4783.100362343107,0.09114486885770466
12.0,11.2316715542522,26.806451612903224,0.8386070931571714,388.02346041055716,8431.336000149358,0.03635491191424438
13.0,22.205405405405404,33.25945945945946,0.7834368388521182,203.23783783783784,4527.567606869494,0.07468689165500673
14.0,17.57188498402556,36.13738019169329,0.7701432513454716,224.45047923322684,5095.273400301163,0.05975578998653589
15.0,59.14772727272727,23.96590909090909,0.5731803400277329,367.0,2281.7851319730344,0.7712357575230094
16.0,54.65065502183406,32.366812227074234,0.7161637846369564,150.3231441048035,2343.1255160382148,0.5221950828863363
17.0,63.0,34.55555555555556,0.2940369375339534,141.94444444444446,834.7981693093176,11.094859654860542
18.0,62.93333333333333,38.63333333333333,0.42987080848739434,30.5,334.4824324145487,20.07885638552363
19.0,58.44827586206897,25.551724137931036,0.5229499505672917,66.3103448275862,1004.4221250558559,3.6103542943098805
20.0,7.651266766020864,32.278688524590166,0.8569982846244182,235.35171385991057,10203.410124418546,0.038566276713465686
21.0,62.0,24.533333333333335,0.5508225552308945,37.6,404.34219727661434,10.119863253019599
22.0,61.65,25.8,0.46073301238716347,42.8,534.5051249434906,9.677692364203804
23.0,13.59288537549407,32.44268774703557,0.7865445545436068,157.57707509881422,5700.13782129053,0.1085552514612131
24.0,7.988906497622821,29.166402535657685,0.8096580501990408,149.26782884310617,6799.287016962847,0.07696225708586273
