subid,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60
21,0.9263959390862944,0.05583756345177665,0.017766497461928935,0.0,0.0,0.9289340101522843,0.06345177664974619,0.007614213197969543,0.0,0.0,0.9543147208121827,0.04060913705583756,0.005076142131979695,0.0,0.0,0.8781725888324873,0.08883248730964467,0.02284263959390863,0.007614213197969543,0.0025380710659898475,0.9238578680203046,0.06091370558375635,0.007614213197969543,0.005076142131979695,0.0025380710659898475,0.8451776649746193,0.10152284263959391,0.04314720812182741,0.007614213197969543,0.0025380710659898475,0.9593908629441624,0.03299492385786802,0.0025380710659898475,0.005076142131979695,0.0,0.9010152284263959,0.08629441624365482,0.012690355329949238,0.0,0.0,0.9441624365482234,0.04568527918781726,0.007614213197969543,0.0025380710659898475,0.0,0.7538071065989848,0.20050761421319796,0.04568527918781726,0.0,0.0,0.9314720812182741,0.03299492385786802,0.03299492385786802,0.0025380710659898475,0.0,0.8553299492385786,0.11421319796954314,0.02284263959390863,0.007614213197969543,0.0
22,0.9458483754512635,0.03790613718411552,0.01444043321299639,0.0018050541516245488,0.0,0.9638989169675091,0.02707581227436823,0.007220216606498195,0.0018050541516245488,0.0,0.9675090252707581,0.02888086642599278,0.0036101083032490976,0.0,0.0,0.927797833935018,0.039711191335740074,0.021660649819494584,0.009025270758122744,0.0018050541516245488,0.9620938628158845,0.02888086642599278,0.007220216606498195,0.0,0.0018050541516245488,0.8176895306859205,0.10469314079422383,0.04332129963898917,0.02888086642599278,0.005415162454873646,0.9512635379061372,0.039711191335740074,0.007220216606498195,0.0018050541516245488,0.0,0.9332129963898917,0.04693140794223827,0.016245487364620937,0.0036101083032490976,0.0,0.9350180505415162,0.04512635379061372,0.016245487364620937,0.0036101083032490976,0.0,0.8014440433212996,0.15342960288808663,0.04512635379061372,0.0,0.0,0.9584837545126353,0.023465703971119134,0.010830324909747292,0.0036101083032490976,0.0036101083032490976,0.8898916967509025,0.0812274368231047,0.023465703971119134,0.005415162454873646,0.0
23,0.9983878768337902,0.0016121231662098985,0.0,0.0,0.0,0.999032726100274,0.0009672738997259391,0.0,0.0,0.0,0.9983878768337902,0.0016121231662098985,0.0,0.0,0.0,0.998871513783653,0.0009672738997259391,0.00016121231662098983,0.0,0.0,0.999516363050137,0.00048363694986296955,0.0,0.0,0.0,0.999838787683379,0.00016121231662098983,0.0,0.0,0.0,0.9970981783008221,0.0022569724326938576,0.0006448492664839593,0.0,0.0,0.999677575366758,0.00032242463324197966,0.0,0.0,0.0,0.9979042398839272,0.0019345477994518782,0.00016121231662098983,0.0,0.0,0.9966145413509592,0.0029018216991778174,0.00048363694986296955,0.0,0.0,0.9991939384168951,0.0006448492664839593,0.00016121231662098983,0.0,0.0,0.9975818152506851,0.002095760116072868,0.00032242463324197966,0.0,0.0
24,0.9993651599796851,0.0005713560182833926,6.348400203148806e-05,0.0,0.0,0.999746063991874,0.00025393600812595224,0.0,0.0,0.0,0.9999365159979685,6.348400203148806e-05,0.0,0.0,0.0,0.9987938039614017,0.0011427120365667851,6.348400203148806e-05,0.0,0.0,0.9976510919248349,0.0023489080751650585,0.0,0.0,0.0,0.9999365159979685,0.0,6.348400203148806e-05,0.0,0.0,0.9961909598781107,0.0024758760792280344,0.0013331640426612493,0.0,0.0,0.9998095479939055,0.0001904520060944642,0.0,0.0,0.0,0.9986033519553073,0.0013966480446927375,0.0,0.0,0.0,0.9977780599288979,0.002221940071102082,0.0,0.0,0.0,0.9996825799898426,0.00012696800406297612,0.00012696800406297612,0.0,6.348400203148806e-05,0.9988572879634332,0.0011427120365667851,0.0,0.0,0.0
25,0.9995024168325277,0.00035541654819448395,0.00014216661927779356,0.0,0.0,0.9997867500710833,0.00014216661927779356,7.108330963889678e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9993602502132499,0.0006397497867500711,0.0,0.0,0.0,0.9988626670457776,0.0011373329542223485,0.0,0.0,0.0,0.9999289166903611,0.0,7.108330963889678e-05,0.0,0.0,0.9973699175433608,0.0014927495024168326,0.0011373329542223485,0.0,0.0,0.9997867500710833,0.00021324992891669036,0.0,0.0,0.0,0.9983650838783054,0.001634916121694626,0.0,0.0,0.0,0.998649417116861,0.001350582883139039,0.0,0.0,0.0,0.9996445834518055,0.00021324992891669036,0.00014216661927779356,0.0,0.0,0.9997156667614444,0.0002843332385555871,0.0,0.0,0.0
26,0.9997232982844494,0.0002767017155506364,0.0,0.0,0.0,0.9999538830474082,4.611695259177273e-05,0.0,0.0,0.0,0.9999077660948165,9.223390518354546e-05,0.0,0.0,0.0,0.9988931931377975,0.0009684560044272275,9.223390518354546e-05,4.611695259177273e-05,0.0,0.9987087253274304,0.0012451577199778638,4.611695259177273e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9976019184652278,0.0016140933407120459,0.000691754288876591,0.0,9.223390518354546e-05,0.9999538830474082,4.611695259177273e-05,0.0,0.0,0.0,0.9991698948533481,0.0008301051466519093,0.0,0.0,0.0,0.9990315439955728,0.0009684560044272275,0.0,0.0,0.0,0.9997694152370411,9.223390518354546e-05,0.0001383508577753182,0.0,0.0,0.9993543626637151,0.0006456373362848183,0.0,0.0,0.0
27,0.8,0.13333333333333333,0.06666666666666667,0.0,0.0,0.7466666666666667,0.17333333333333334,0.08,0.0,0.0,0.6666666666666666,0.24,0.06666666666666667,0.013333333333333334,0.013333333333333334,0.6933333333333334,0.16,0.12,0.02666666666666667,0.0,0.68,0.18666666666666668,0.08,0.02666666666666667,0.02666666666666667,0.48,0.24,0.13333333333333333,0.13333333333333333,0.013333333333333334,0.84,0.12,0.04,0.0,0.0,0.9466666666666667,0.05333333333333334,0.0,0.0,0.0,0.7866666666666666,0.14666666666666667,0.05333333333333334,0.013333333333333334,0.0,0.26666666666666666,0.25333333333333335,0.3466666666666667,0.13333333333333333,0.0,0.8533333333333334,0.04,0.06666666666666667,0.013333333333333334,0.02666666666666667,0.6666666666666666,0.18666666666666668,0.06666666666666667,0.06666666666666667,0.013333333333333334
28,0.9992863696605159,0.0007136303394841472,0.0,0.0,0.0,0.9995922112345805,0.0004077887654195127,0.0,0.0,0.0,0.9993883168518707,0.0006116831481292691,0.0,0.0,0.0,0.999184422469161,0.0007136303394841472,0.00010194719135487817,0.0,0.0,0.9992863696605159,0.0006116831481292691,0.00010194719135487817,0.0,0.0,0.9988785808950963,0.0010194719135487816,0.00010194719135487817,0.0,0.0,0.9972474258334183,0.00224283820980732,0.0004077887654195127,0.00010194719135487817,0.0,1.0,0.0,0.0,0.0,0.0,0.9993883168518707,0.0006116831481292691,0.0,0.0,0.0,0.9981649505556122,0.0018350494443878072,0.0,0.0,0.0,0.9997961056172903,0.0,0.00020389438270975634,0.0,0.0,0.9987766337037415,0.00112141910490366,0.00010194719135487817,0.0,0.0
29,0.8812664907651715,0.08443271767810026,0.029023746701846966,0.0,0.005277044854881266,0.9630606860158312,0.03430079155672823,0.002638522427440633,0.0,0.0,0.9498680738786279,0.0395778364116095,0.0079155672823219,0.002638522427440633,0.0,0.8944591029023746,0.07651715039577836,0.026385224274406333,0.002638522427440633,0.0,0.9683377308707124,0.029023746701846966,0.002638522427440633,0.0,0.0,0.7889182058047494,0.1503957783641161,0.047493403693931395,0.013192612137203167,0.0,0.9577836411609498,0.03430079155672823,0.005277044854881266,0.002638522427440633,0.0,0.8839050131926122,0.09762532981530343,0.0158311345646438,0.002638522427440633,0.0,0.9366754617414248,0.05013192612137203,0.010554089709762533,0.002638522427440633,0.0,0.6992084432717678,0.18733509234828497,0.10026385224274406,0.013192612137203167,0.0,0.9762532981530343,0.010554089709762533,0.010554089709762533,0.002638522427440633,0.0,0.7862796833773087,0.16358839050131926,0.04221635883905013,0.0079155672823219,0.0
30,0.9686594680010535,0.026599947326836976,0.00474058467210956,0.0,0.0,0.9710297603371082,0.0237029233605478,0.002633658151171978,0.001316829075585989,0.001316829075585989,0.9728733210429287,0.023176191730313406,0.003423755596523571,0.0005267316302343956,0.0,0.9647089807742955,0.02501975243613379,0.007374242823281538,0.0028970239662891757,0.0,0.9852515143534369,0.012904924940742692,0.0015801948907031868,0.0002633658151171978,0.0,0.9465367395312089,0.03660784830129049,0.013695022386094284,0.0031603897814063736,0.0,0.9918356597313669,0.006320779562812747,0.0015801948907031868,0.0002633658151171978,0.0,0.976033710824335,0.02133263102449302,0.002633658151171978,0.0,0.0,0.9283644982881222,0.045035554385040824,0.016592046352383462,0.008691071898867527,0.001316829075585989,0.9220437187253094,0.05636028443508033,0.01922570450355544,0.00237029233605478,0.0,0.966815907295233,0.017382143797735054,0.0118514616802739,0.003423755596523571,0.0005267316302343956,0.9441664471951541,0.04082170134316566,0.007900974453515933,0.0057940479325783514,0.001316829075585989
31,0.9991284643541921,0.0008715356458079135,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9991284643541921,0.0008715356458079135,0.0,0.0,0.0,0.9989541572250306,0.0010458427749694963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9966881645459299,0.002963221195746906,0.0003486142583231654,0.0,0.0,0.9998256928708384,0.0001743071291615827,0.0,0.0,0.0,0.9989541572250306,0.0006972285166463308,0.0003486142583231654,0.0,0.0,0.9984312358375458,0.0015687641624542443,0.0,0.0,0.0,0.9996513857416769,0.0,0.0003486142583231654,0.0,0.0,0.9994770786125152,0.0005229213874847481,0.0,0.0,0.0
